25,800	-0,070
25,900	-0,060
26,000	-0,025
26,100	0,011
26,200	0,027
26,300	0,019
26,400	-0,037
26,500	-0,085
26,599	-0,116
26,699	-0,131
26,799	-0,073
26,899	-0,047
27,000	0,006
27,100	0,025
27,200	0,050
27,300	0,053
27,400	0,025
27,500	0,013
27,600	0,013
27,700	0,034
27,799	0,064
27,899	0,091
27,999	0,087
28,099	-0,005
28,200	-0,054
28,300	-0,092
28,400	-0,108
28,500	-0,060
28,600	-0,001
28,700	0,070
28,800	0,127
28,900	0,163
28,999	0,133
29,099	0,111
29,199	0,058
29,299	0,013
29,400	-0,037
29,500	-0,067
29,600	-0,131
29,700	-0,162
29,800	-0,162
29,900	-0,127
30,000	-0,068
30,100	-0,037
30,199	0,008
30,299	0,043
30,399	0,041
30,499	0,061
30,600	0,044
30,700	0,048
30,800	0,026
30,900	0,004
31,000	0,005
31,100	-0,000
31,200	0,010
31,300	0,031
31,399	0,005
31,499	-0,009
31,599	-0,015
31,699	-0,038
31,799	-0,032
31,900	0,014
32,000	-0,002
32,100	0,037
32,200	0,045
32,300	0,005
32,400	-0,002
32,500	-0,027
32,599	-0,018
32,699	-0,020
32,799	-0,004
32,899	0,028
32,999	0,039
33,100	0,040
33,200	0,003
33,300	-0,060
33,400	-0,076
33,500	-0,077
33,600	-0,071
33,700	-0,055
33,800	-0,059
33,899	-0,086
33,999	-0,101
34,099	-0,079
34,199	-0,047
34,300	-0,004
34,400	0,027
34,500	0,045
34,600	0,041
34,700	0,045
34,800	0,029
34,900	-0,030
35,000	-0,036
35,099	-0,078
35,199	-0,077
35,299	-0,047
35,399	-0,039
35,500	-0,006
35,600	-0,002
35,700	0,001
35,800	-0,016
35,900	-0,031
36,000	-0,038
36,100	-0,034
36,200	-0,030
36,299	0,023
36,399	0,068
36,499	0,037
36,599	-0,005
36,700	-0,042
36,800	-0,063
36,900	-0,077
37,000	-0,031
37,100	0,008
37,200	0,013
37,300	0,018
37,400	-0,032
37,499	-0,030
37,599	-0,052
37,699	-0,054
37,799	-0,068
37,900	-0,026
38,000	0,012
38,100	0,025
38,200	0,023
38,300	0,034
38,400	0,018
38,500	0,014
38,600	0,024
38,699	-0,021
38,799	-0,029
38,899	-0,050
38,999	-0,041
39,100	-0,047
39,200	-0,044
39,300	-0,029
39,400	-0,037
39,500	-0,028
39,600	-0,016
39,700	0,024
39,800	0,050
39,899	0,026
39,999	0,024
40,099	0,009
40,199	-0,007
40,300	-0,018
40,400	-0,026
40,500	-0,033
40,600	-0,040
40,700	-0,032
40,800	-0,031
40,900	-0,027
41,000	-0,026
41,099	-0,016
41,199	0,000
41,299	0,027
41,399	0,036
41,500	0,017
41,600	0,004
41,700	-0,015
41,800	0,001
41,900	0,009
42,000	0,052
42,100	0,040
42,200	0,029
42,299	0,025
42,399	-0,006
42,499	-0,007
42,599	-0,004
42,700	0,014
42,800	-0,005
42,900	0,008
43,000	-0,016
43,100	-0,021
43,200	-0,013
43,300	-0,009
43,400	0,027
43,499	0,040
43,599	0,080
43,699	0,079
43,799	0,095
43,900	0,052
44,000	0,006
44,100	-0,020
44,200	-0,017
44,300	-0,027
44,400	-0,021
44,500	-0,022
44,600	-0,009
44,699	-0,024
44,799	-0,010
44,899	-0,003
44,999	0,022
45,100	0,016
45,200	0,021
45,300	0,028
45,400	0,034
45,500	0,032
45,600	0,034
45,700	0,013
45,800	-0,017
45,899	-0,068
45,999	-0,066
46,099	-0,046
46,199	-0,019
46,300	-0,013
46,400	-0,006
46,500	-0,034
46,600	-0,032
46,700	-0,018
46,800	-0,030
46,900	-0,048
47,000	-0,040
47,099	-0,040
47,199	-0,017
47,299	-0,020
47,399	-0,013
47,500	0,007
47,600	-0,001
47,700	-0,021
47,800	-0,032
47,900	-0,047
48,000	-0,060
48,100	-0,050
48,200	-0,053
48,299	-0,050
48,399	-0,031
48,499	-0,016
48,599	-0,015
48,700	-0,018
48,800	-0,015
48,900	-0,026
49,000	-0,010
49,100	0,023
49,200	0,036
49,300	0,017
49,400	0,015
49,499	-0,022
49,599	-0,041
49,699	-0,082
49,799	-0,085
49,900	-0,076
50,000	-0,055
50,100	-0,040
50,200	0,013
50,300	0,021
50,400	0,030
50,500	0,025
50,600	0,013
50,699	0,006
50,799	0,008
50,899	0,019
50,999	0,040
51,100	0,020
51,200	-0,015
51,300	-0,025
51,400	-0,026
51,500	-0,053
51,600	-0,031
51,700	-0,003
51,800	0,017
51,899	0,024
51,999	-0,006
52,099	-0,010
52,199	-0,052
52,300	-0,027
52,400	-0,028
52,500	-0,017
52,600	-0,005
52,700	0,052
52,800	0,045
52,900	-0,001
53,000	-0,016
53,099	-0,052
53,199	-0,053
53,299	-0,047
53,399	-0,037
53,500	-0,025
53,600	-0,029
53,700	-0,030
53,800	-0,019
53,900	-0,042
54,000	-0,051
54,100	-0,029
54,200	0,001
54,299	0,027
54,399	0,048
54,499	0,045
54,599	0,034
54,700	0,014
54,800	-0,008
54,900	-0,041
55,000	-0,046
55,100	-0,034
55,200	-0,037
55,300	-0,043
55,400	-0,030
55,499	0,006
55,599	-0,011
55,699	-0,009
55,799	0,006
55,900	-0,007
56,000	0,022
56,100	0,009
56,200	0,009
56,300	0,029
56,400	-0,009
56,500	0,001
56,600	0,010
56,699	0,016
56,799	0,003
56,899	0,008
56,999	0,002
57,100	0,012
57,200	-0,001
57,300	0,003
57,400	-0,014
57,500	0,003
57,600	0,034
57,700	0,028
57,800	-0,005
57,899	-0,002
57,999	-0,030
58,099	-0,013
58,199	0,002
58,299	0,009
58,400	0,044
58,500	0,016
58,600	-0,017
58,700	-0,029
58,800	-0,059
58,900	-0,041
59,000	-0,044
59,099	-0,049
59,199	-0,015
59,299	0,011
59,399	0,008
59,499	-0,006
59,600	0,001
59,700	0,001
59,800	-0,012
59,900	-0,023
60,000	-0,005
60,100	-0,008
60,200	-0,021
60,300	-0,052
60,399	-0,076
60,499	-0,064
60,599	-0,052
60,699	-0,047
60,800	-0,022
60,900	-0,010
61,000	0,006
61,100	-0,008
61,200	0,002
61,300	-0,038
61,400	-0,019
61,500	-0,019
61,599	-0,013
61,699	-0,009
61,799	0,012
61,899	0,002
62,000	-0,005
62,100	-0,025
62,200	-0,043
62,300	-0,033
62,400	-0,041
62,500	-0,014
62,600	0,014
62,700	0,033
62,799	0,006
62,899	-0,007
62,999	-0,032
63,099	-0,017
63,200	-0,031
63,300	-0,008
63,400	-0,010
63,500	0,017
63,600	0,028
63,700	0,029
63,800	0,011
63,900	-0,051
63,999	-0,020
64,099	-0,063
64,199	-0,057
64,299	-0,050
64,400	-0,038
64,500	-0,036
64,600	-0,054
64,700	-0,014
64,800	-0,005
64,900	-0,008
65,000	-0,026
65,100	-0,007
65,199	-0,008
65,299	-0,008
65,399	-0,021
65,499	-0,032
65,600	-0,028
65,700	-0,078
65,800	-0,040
65,900	-0,025
66,000	-0,047
66,100	-0,077
66,200	-0,038
66,300	-0,017
66,399	-0,042
66,499	-0,013
66,599	-0,000
66,699	-0,027
66,800	-0,033
66,900	-0,012
67,000	0,000
67,100	-0,014
67,200	-0,020
67,300	-0,021
67,400	-0,004
67,500	-0,015
67,599	-0,006
67,699	-0,030
67,799	-0,032
67,899	-0,029
68,000	-0,018
68,100	-0,035
68,200	-0,014
68,300	-0,010
68,400	0,002
68,500	-0,016
68,600	-0,004
68,700	-0,045
68,799	0,023
68,899	0,027
68,999	0,024
69,099	0,029
69,200	0,008
69,300	-0,001
69,400	-0,027
69,500	-0,023
69,600	-0,029
69,700	-0,007
69,800	-0,009
69,900	-0,007
69,999	0,004
70,099	0,005
70,199	-0,048
70,299	-0,008
70,400	0,000
70,500	0,023
70,600	0,023
70,700	0,002
70,800	0,023
70,900	-0,017
71,000	-0,029
71,100	-0,036
71,199	-0,030
71,299	-0,050
71,399	-0,037
71,499	-0,032
71,600	0,005
71,700	0,024
71,800	-0,003
71,900	-0,014
72,000	0,002
72,100	-0,008
72,200	-0,017
72,300	-0,015
72,399	-0,004
72,499	-0,033
72,599	-0,017
72,699	-0,001
72,800	-0,014
72,900	0,010
73,000	-0,009
73,100	0,007
73,200	-0,001
73,300	-0,036
73,400	-0,039
73,500	-0,018
73,599	-0,011
73,699	-0,005
73,799	-0,023
73,899	-0,007
74,000	-0,002
74,100	0,006
74,200	-0,007
74,300	0,001
74,400	0,008
74,500	-0,003
74,600	-0,009
74,700	-0,028
74,799	-0,020
74,899	0,003
74,999	-0,001
75,099	-0,026
75,200	-0,019
75,300	-0,014
75,400	-0,001
75,500	-0,002
75,600	0,016
75,700	0,009
75,800	-0,003
75,900	0,011
75,999	0,021
76,099	-0,016
76,199	-0,033
76,299	-0,033
76,400	-0,015
76,500	-0,021
76,600	-0,023
76,700	-0,012
76,800	-0,018
76,900	-0,003
77,000	-0,002
77,100	-0,011
77,199	-0,001
77,299	-0,011
77,399	-0,032
77,499	-0,009
77,600	-0,006
77,700	-0,014
77,800	-0,010
77,900	0,001
78,000	0,004
78,100	-0,016
78,200	0,002
78,300	-0,001
78,399	-0,024
78,499	-0,004
78,599	-0,014
78,699	-0,013
78,800	-0,026
78,900	-0,007
79,000	-0,022
79,100	-0,019
79,200	-0,001
79,300	-0,016
79,400	0,004
79,500	-0,010
79,599	0,015
79,699	0,001
79,799	-0,005
79,899	0,005
80,000	0,007
80,100	-0,028
80,200	-0,049
80,300	-0,047
80,400	-0,024
80,500	-0,028
80,600	-0,003
80,700	-0,019
80,799	0,024
80,899	-0,005
80,999	0,010
81,099	0,004
81,200	0,013
81,300	0,008
81,400	-0,006
81,500	-0,019
81,600	-0,017
81,700	-0,016
81,800	-0,021
81,900	-0,014
81,999	-0,018
82,099	-0,033
82,199	-0,014
82,299	-0,018
82,400	-0,003
82,500	-0,013
82,600	-0,014
82,700	-0,011
82,800	-0,032
82,900	-0,029
83,000	-0,029
83,100	-0,018
83,199	0,001
83,299	-0,002
83,399	-0,019
83,499	-0,012
83,600	-0,016
83,700	-0,025
83,800	-0,016
83,900	-0,015
84,000	-0,010
84,100	0,008
84,200	-0,006
84,300	-0,013
84,399	-0,036
84,499	-0,023
84,599	-0,029
84,699	-0,016
84,799	-0,013
84,900	0,014
85,000	0,006
85,100	0,013
85,200	0,007
85,300	-0,029
85,400	-0,038
85,500	-0,031
85,600	-0,035
85,699	-0,018
85,799	-0,028
85,899	-0,018
85,999	-0,015
86,100	0,011
86,200	-0,012
86,300	-0,017
86,400	-0,020
86,500	-0,021
86,600	-0,010
86,700	-0,012
86,800	-0,012
86,899	0,001
86,999	-0,004
87,099	0,005
87,199	-0,014
87,300	-0,020
87,400	-0,014
87,500	-0,016
87,600	0,005
87,700	0,010
87,800	-0,006
87,900	-0,004
88,000	0,007
88,099	-0,020
88,199	-0,019
88,299	-0,022
88,399	-0,008
88,500	-0,018
88,600	-0,002
88,700	-0,020
88,800	-0,011
88,900	-0,001
89,000	-0,011
89,100	0,009
89,200	-0,013
89,299	-0,032
89,399	-0,012
89,499	-0,020
89,599	-0,026
89,700	-0,019
89,800	-0,018
89,900	-0,006
90,000	-0,003
90,100	-0,004
90,200	-0,006
90,300	-0,006
90,400	0,004
90,499	-0,011
90,599	-0,008
90,699	-0,015
90,799	-0,004
90,900	-0,001
91,000	-0,043
91,100	-0,040
91,200	-0,024
91,300	-0,019
91,400	-0,020
91,500	-0,018
91,600	0,012
91,699	-0,001
91,799	-0,008
91,899	-0,008
91,999	0,006
92,100	0,000
92,200	-0,009
92,300	-0,009
92,400	-0,006
92,500	-0,023
92,600	-0,018
92,700	-0,003
92,800	-0,010
92,899	-0,019
92,999	-0,004
93,099	-0,002
93,199	-0,020
93,300	-0,008
93,400	0,009
93,500	-0,041
93,600	-0,023
93,700	-0,003
93,800	-0,033
93,900	-0,009
94,000	-0,003
94,099	0,014
94,199	0,013
94,299	-0,024
94,399	-0,021
94,500	-0,041
94,600	-0,040
94,700	-0,015
94,800	-0,032
94,900	-0,000
95,000	0,008
95,100	-0,013
95,200	-0,022
95,299	-0,023
95,399	-0,021
95,499	-0,026
95,599	0,005
95,700	-0,007
95,800	0,002
95,900	-0,005
96,000	-0,011
96,100	0,001
96,200	-0,013
96,300	-0,007
96,400	-0,038
96,499	-0,035
96,599	-0,022
96,699	0,009
96,799	-0,001
96,900	-0,012
97,000	-0,005
97,100	0,002
97,200	-0,007
97,300	-0,030
97,400	0,011
97,500	0,014
97,600	-0,008
97,699	0,001
97,799	-0,003
97,899	-0,002
97,999	-0,016
98,100	0,003
98,200	-0,011
98,300	-0,007
98,400	0,012
98,500	-0,004
98,600	-0,030
98,700	-0,032
98,800	-0,015
98,899	-0,023
98,999	0,003
99,099	-0,025
99,199	-0,001
99,300	-0,011
99,400	-0,004
99,500	-0,006
99,600	-0,004
99,700	0,004
99,800	-0,006
99,900	0,001
100,000	-0,024
